source_file,title,source_id,splunk_id,status,deprecated,source_table,output_file
credential-access/device-code-phishing-followed-by-graph-mail-access.yml,Device Code Phishing Followed by Graph Mail Access,SENT-CRED-0004,SPLK-CRED-0004,testing,False,SigninLogs,credential-access/device-code-phishing-followed-by-graph-mail-access.yml
credential-access/potential-lsass-memory-dump.yml,Potential LSASS Memory Dump,SENT-CRED-0002,SPLK-CRED-0002,experimental,False,DeviceProcessEvents,credential-access/potential-lsass-memory-dump.yml
credential-access/potential-ntlm-enumeration-via-failed-logons.yml,Potential NTLM Enumeration via Failed Logons,SENT-CRED-0001,SPLK-CRED-0001,experimental,False,IdentityLogonEvents,credential-access/potential-ntlm-enumeration-via-failed-logons.yml
credential-access/suspicious-browser-credential-store-access.yml,Suspicious Browser Credential Store Access,SENT-CRED-0003,SPLK-CRED-0003,experimental,False,DeviceFileEvents,credential-access/suspicious-browser-credential-store-access.yml
credential-access/vmware_vmdk_ntds_theft.yml,VMware vCenter VMDK Attach-Detach Activity Potentially Related to NTDS Theft,SENT-CRED-0006,SPLK-CRED-0006,testing,False,VMware_CL,credential-access/vmware_vmdk_ntds_theft.yml
defense-evasion/clear-windows-event-logs.yml,Clear Windows Event Logs,SENT-DEFEV-0003,SPLK-DEFEV-0003,experimental,False,DeviceProcessEvents,defense-evasion/clear-windows-event-logs.yml
defense-evasion/disable-script-block-logging.yml,Disable Script Block Logging,SENT-DE-0001,SPLK-DE-0001,testing,False,DeviceRegistryEvents,defense-evasion/disable-script-block-logging.yml
defense-evasion/powershell-script-block-logging-disabled.yml,PowerShell Script Block Logging Disabled,SENT-DEFEV-0001,SPLK-DEFEV-0001,experimental,False,DeviceRegistryEvents,defense-evasion/powershell-script-block-logging-disabled.yml
defense-evasion/security-tool-disable-attempt.yml,Security Tool Disable Attempt,SENT-DEFEV-0002,SPLK-DEFEV-0002,experimental,False,DeviceProcessEvents,defense-evasion/security-tool-disable-attempt.yml
deprecated/active-scanning.yml,Vulnerability Scanning Detected,dodea-sig-001-vulnerability-scannining-detection,SPLK-dodea-sig-001-vulnerability-scannining-detection,experimental,True,manual,deprecated/active-scanning.yml
deprecated/DNS-Tunnel-Iodine.yml,DNS Tunneling Using Iodine,dodea-sig-033-dns-tunnel-iodine,SPLK-dodea-sig-033-dns-tunnel-iodine,experimental,True,manual,deprecated/DNS-Tunnel-Iodine.yml
deprecated/Email_Exfil_with_Attachments_via_Scripts.yml,Email exfil with attachments via scripts,dodea-sig-021-email-exfil-with-att,SPLK-dodea-sig-021-email-exfil-with-att,experimental,True,manual,deprecated/Email_Exfil_with_Attachments_via_Scripts.yml
deprecated/external-powershell-or-lolbin-traffic.yml,External PowerShell or LOLBin traffic,dodea-sig-020-external-powershell-LOLBIN-traffic,SPLK-dodea-sig-020-external-powershell-LOLBIN-traffic,experimental,True,manual,deprecated/external-powershell-or-lolbin-traffic.yml
deprecated/external-remote-services.yml,"External Remote Service Access (RDP, VPN)",dodea-sig-003-external-remote-service-access,SPLK-dodea-sig-003-external-remote-service-access,experimental,True,manual,deprecated/external-remote-services.yml
deprecated/LDAP_AD_Enumeration_(using PowerShell).yml,LDAP/AD Enumeration (using PowerShell),dodea-sig-014-ldap-ad-enumeration,SPLK-dodea-sig-014-ldap-ad-enumeration,experimental,True,manual,deprecated/LDAP_AD_Enumeration_(using PowerShell).yml
deprecated/lsass-Dump-Mimikatz.yml,LSASS Access Dumped with Mimikatz,dodea-sig-029-lsass-dump-mimikatz,SPLK-dodea-sig-029-lsass-dump-mimikatz,experimental,True,manual,deprecated/lsass-Dump-Mimikatz.yml
deprecated/Malicious-AAD-App-Registration.yml,Malicious Azure AD Application Registration,dodea-sig-023-malicious-aad-app-registration,SPLK-dodea-sig-023-malicious-aad-app-registration,experimental,True,manual,deprecated/Malicious-AAD-App-Registration.yml
deprecated/ntlm-enumeration-via-failed-logons.yml,NTLM Enumeration via Failed Logons,dodea-sig-012-ntlm-enumeration-via-failed-logons,SPLK-dodea-sig-012-ntlm-enumeration-via-failed-logons,experimental,True,manual,deprecated/ntlm-enumeration-via-failed-logons.yml
deprecated/Persistence via Registry Run Key Modification.yaml,Persistence via Registry Run Key Modification,dodea-sig-007-persistence-via-registry,SPLK-dodea-sig-007-persistence-via-registry,experimental,True,manual,deprecated/Persistence via Registry Run Key Modification.yaml
deprecated/Phishing-Device-Code.yml,Phishing Email Link Using Device Code Flow,dodea-sig-024-phishing-device-code,SPLK-dodea-sig-024-phishing-device-code,experimental,True,manual,deprecated/Phishing-Device-Code.yml
deprecated/potential-dns-tunneling-behavior.yml,Potential DNS Tunneling Behavior,SENT-C2-0001,SPLK-C2-0001,experimental,True,DeviceNetworkEvents,deprecated/potential-dns-tunneling-behavior.yml
deprecated/PowerShell_Script_Dropped_to_Temp.yml,PowerShell Script Dropped to Temp Directory,SENT-EXEC-0003,SPLK-EXEC-0003,experimental,True,DeviceFileEvents,deprecated/PowerShell_Script_Dropped_to_Temp.yml
deprecated/quick-assist-followed-by-batch-or-powershell.yml,Quick Assist Followed by Batch or PowerShell Execution,SENT-C2-0006,SPLK-C2-0006,stable,True,DeviceProcessEvents,deprecated/quick-assist-followed-by-batch-or-powershell.yml
deprecated/Registry-Runkey-Persistence.yml,Registry RunKey Persistence,dodea-sig-026-registry-runkey-persistence,SPLK-dodea-sig-026-registry-runkey-persistence,experimental,True,manual,deprecated/Registry-Runkey-Persistence.yml
deprecated/remote-code-execution-via-wmi.yml,Remote Code Execution via WMI,dodea-sig-015-remote-code-execution-via-wmi,SPLK-dodea-sig-015-remote-code-execution-via-wmi,experimental,True,manual,deprecated/remote-code-execution-via-wmi.yml
deprecated/remote-service-creation-detected.yml,Remote Service Creation Detected,dodea-sig-017-remote-service-creation,SPLK-dodea-sig-017-remote-service-creation,experimental,True,manual,deprecated/remote-service-creation-detected.yml
deprecated/Service Binary Path Hijack for Persistence.yaml,Service Binary Path Hijack for Persistence,dodea-sig-008-service-binary-path-Hijack,SPLK-dodea-sig-008-service-binary-path-Hijack,experimental,True,manual,deprecated/Service Binary Path Hijack for Persistence.yaml
deprecated/smb-Remote-schtask.yml,SMB Remote Scheduled Task,dodea-sig-031-smb-remote-schtask,SPLK-dodea-sig-031-smb-remote-schtask,experimental,True,manual,deprecated/smb-Remote-schtask.yml
deprecated/spearphishing-attachment.yml,Suspicious Email Attachments from External Senders,dodea-sig-004-suspicious-email-attachments,SPLK-dodea-sig-004-suspicious-email-attachments,experimental,True,manual,deprecated/spearphishing-attachment.yml
deprecated/UAC-Bypass-Eventviewer.yml,UAC Bypass Using EventViewer,dodea-sig-027-uac-bypass-eventviewer,SPLK-dodea-sig-027-uac-bypass-eventviewer,experimental,True,manual,deprecated/UAC-Bypass-Eventviewer.yml
deprecated/vssadmin-Delete-Shadows.yml,VSSAdmin Delete Shadows,dodea-sig-035-vssadmin-delete-shadows,SPLK-dodea-sig-035-vssadmin-delete-shadows,experimental,True,manual,deprecated/vssadmin-Delete-Shadows.yml
discovery/dns-enumeration-via-command-line-tools.yml,DNS Enumeration via Command-Line Tools,SENT-DISC-0004,SPLK-DISC-0004,experimental,False,DeviceProcessEvents,discovery/dns-enumeration-via-command-line-tools.yml
discovery/ldap-enumeration-using-powershell.yml,LDAP Enumeration Using PowerShell,SENT-DISC-0003,SPLK-DISC-0003,experimental,False,DeviceProcessEvents,discovery/ldap-enumeration-using-powershell.yml
discovery/net-group-and-domain-trust-discovery.yml,Net Group and Domain Trust Discovery,SENT-DISC-0001,SPLK-DISC-0001,experimental,False,DeviceProcessEvents,discovery/net-group-and-domain-trust-discovery.yml
discovery/Net-User-Enumeration.yml,Net User Enumeration,SENT-DISC-0005,SPLK-DISC-0005,experimental,False,DeviceProcessEvents,discovery/Net-User-Enumeration.yml
discovery/system-and-network-configuration-discovery.yml,System and Network Configuration Discovery,SENT-DISC-0002,SPLK-DISC-0002,experimental,False,DeviceProcessEvents,discovery/system-and-network-configuration-discovery.yml
execution/fake_captcha_browser_to_script.yml,Suspicious Fake CAPTCHA Browser-to-Script Execution Chain,SENT-EXEC-0004,SPLK-EXEC-0004,experimental,False,DeviceProcessEvents,execution/fake_captcha_browser_to_script.yml
execution/malicious-and-paste-powershell-from-explorer.yml,Paste-and-Run Shell or Script Execution from Explorer,SENT-EXEC-0005,SPLK-EXEC-0005,testing,False,DeviceProcessEvents,execution/malicious-and-paste-powershell-from-explorer.yml
execution/mshta-launching-script-or-powershell.yml,mshta launching script or powershell,SENT-EXEC-0006,SPLK-EXEC-0006,testing,False,DeviceProcessEvents,execution/mshta-launching-script-or-powershell.yml
execution/oauth-redirection-abuse-followed-by-browser-download.yml,OAuth Redirection Abuse Followed by Suspicious Execution,SENT-EXEC-0010,SPLK-EXEC-0010,experimental,False,UrlClickEvents,execution/oauth-redirection-abuse-followed-by-browser-download.yml
execution/powershell-encoded-command-execution.yml,PowerShell Encoded Command Execution,SENT-EXEC-0001,SPLK-EXEC-0001,experimental,False,DeviceProcessEvents,execution/powershell-encoded-command-execution.yml
execution/powershell-encoded-command-from-temp-folder.yml,PowerShell Encoded Command from Temp or User-Writable Path,SENT-EXEC-0003,SPLK-EXEC-0003,experimental,False,DeviceProcessEvents,execution/powershell-encoded-command-from-temp-folder.yml
execution/suspicious-ai-cli-noninteractive-trust-all-tools.yml,Suspicious AI CLI Noninteractive Trust-All-Tools Execution,SENT-EXEC-0007,SPLK-EXEC-0007,experimental,False,DeviceProcessEvents,execution/suspicious-ai-cli-noninteractive-trust-all-tools.yml
exfiltration/archive-creation-followed-by-external-transfer.yml,Archive Creation Followed by External Transfer,SENT-EXFIL-0002,SPLK-EXFIL-0002,experimental,False,DeviceFileEvents,exfiltration/archive-creation-followed-by-external-transfer.yml
exfiltration/azcopy-or-cloud-cli-bulk-export.yml,AzCopy or Cloud CLI Bulk Export Activity,SENT-EXFIL-0004,SPLK-EXFIL-0004,testing,False,DeviceProcessEvents,exfiltration/azcopy-or-cloud-cli-bulk-export.yml
exfiltration/cloud-storage-public-access-or-immutability-removal.yml,Cloud Storage Public Access or Immutability Removal,SENT-EXFIL-0005,SPLK-EXFIL-0005,testing,False,AzureActivity,exfiltration/cloud-storage-public-access-or-immutability-removal.yml
exfiltration/exfiltration-uncommon-port.yml,Exfiltration Over Uncommon Port,SENT-EXFIL-0007,SPLK-EXFIL-0007,experimental,False,DeviceNetworkEvents,exfiltration/exfiltration-uncommon-port.yml
exfiltration/Onedrive-File-Exfil.yml,OneDrive File Upload Activity,SENT-EXFIL-0008,SPLK-EXFIL-0008,experimental,False,CloudAppEvents,exfiltration/Onedrive-File-Exfil.yml
exfiltration/onedrive-or-cloud-storage-bulk-upload-spike.yml,OneDrive or Cloud Storage Bulk Upload Spike,SENT-EXFIL-0003,SPLK-EXFIL-0003,experimental,False,CloudAppEvents,exfiltration/onedrive-or-cloud-storage-bulk-upload-spike.yml
exfiltration/powershell-email-exfiltration-with-attachments.yml,PowerShell Email Exfiltration with Attachments,SENT-EXFIL-0001,SPLK-EXFIL-0001,experimental,False,DeviceProcessEvents,exfiltration/powershell-email-exfiltration-with-attachments.yml
exfiltration/quick_assist_winscp_google_drive.yml,Quick Assist Followed by WinSCP or Google Drive Exfiltration Activity,SENT-EXFIL-0009,SPLK-EXFIL-0009,testing,False,DeviceProcessEvents,exfiltration/quick_assist_winscp_google_drive.yml
exfiltration/sharepoint-or-onedrive-bulk-download-by-newly-risky-user.yml,SharePoint or OneDrive Bulk Download by Newly Risky User,SENT-EXFIL-0006,SPLK-EXFIL-0006,testing,False,SigninLogs,exfiltration/sharepoint-or-onedrive-bulk-download-by-newly-risky-user.yml
impact/boot-configuration-or-recovery-tampering.yml,Boot Configuration or Recovery Tampering,SENT-IMPACT-0003,SPLK-IMPACT-0003,experimental,False,DeviceProcessEvents,impact/boot-configuration-or-recovery-tampering.yml
impact/cloud-backup-or-storage-mass-delete-burst.yml,Cloud Backup or Storage Mass Delete Burst,SENT-IMPACT-0004,SPLK-IMPACT-0004,testing,False,AzureActivity,impact/cloud-backup-or-storage-mass-delete-burst.yml
impact/mass-file-rename-or-encryption-burst.yml,Mass File Rename or Encryption Burst,SENT-IMPACT-0002,SPLK-IMPACT-0002,experimental,False,DeviceFileEvents,impact/mass-file-rename-or-encryption-burst.yml
impact/remote_smb_encryption.yml,Potential Remote SMB Encryption From Single Source Host,SENT-IMPACT-0005,SPLK-IMPACT-0005,testing,False,SecurityEvent,impact/remote_smb_encryption.yml
impact/volume-shadow-copy-deletion.yml,Volume Shadow Copy Deletion,SENT-IMPACT-0001,SPLK-IMPACT-0001,experimental,False,DeviceProcessEvents,impact/volume-shadow-copy-deletion.yml
initial-access/device-code-sign-in-followed-by-device-registration.yml,Device Code Sign-In Followed by Device Registration,SENT-INIT-0004,SPLK-INIT-0004,testing,False,SigninLogs,initial-access/device-code-sign-in-followed-by-device-registration.yml
initial-access/multiple-user-device-code-sign-ins.yml,Multiple User Device Code Sign-Ins,SENT-INIT-0001,SPLK-INIT-0001,experimental,False,SigninLogs,initial-access/multiple-user-device-code-sign-ins.yml
initial-access/oauth-redirection-abuse-url-click.yml,OAuth Redirection Abuse URL Click,SENT-INIT-0005,SPLK-INIT-0005,testing,False,UrlClickEvents,initial-access/oauth-redirection-abuse-url-click.yml
initial-access/potential-spearphishing-attachment-execution.yml,Potential Spearphishing Attachment Execution,SENT-INIT-0003,SPLK-INIT-0003,experimental,False,DeviceProcessEvents,initial-access/potential-spearphishing-attachment-execution.yml
initial-access/suspicious-external-remote-service-sign-in.yml,Suspicious External Remote Service Sign-In,SENT-INIT-0002,SPLK-INIT-0002,experimental,False,SigninLogs,initial-access/suspicious-external-remote-service-sign-in.yml
initial-access/teams-external-contact-followed-by-quick-assist.yml,Teams External Contact Followed by Quick Assist,SENT-INIT-0006,SPLK-INIT-0006,experimental,False,OfficeActivity,initial-access/teams-external-contact-followed-by-quick-assist.yml
lateral-movement/remote-scheduled-task-creation.yml,Remote Scheduled Task Creation,SENT-LAT-0002,SPLK-LAT-0002,experimental,False,DeviceProcessEvents,lateral-movement/remote-scheduled-task-creation.yml
lateral-movement/remote-service-creation.yml,Remote Service Creation,SENT-LAT-0001,SPLK-LAT-0001,experimental,False,DeviceProcessEvents,lateral-movement/remote-service-creation.yml
lateral-movement/wmi-remote-process-execution.yml,WMI Remote Process Execution,SENT-LAT-0003,SPLK-LAT-0003,experimental,False,DeviceProcessEvents,lateral-movement/wmi-remote-process-execution.yml
persistence/cleanup-loader-scheduled-task-rundll32-dllregisterserver.yml,CleanUpLoader Scheduled Task Rundll32 DLLRegisterServer,SENT-PERS-0004,SPLK-PERS-0004,testing,False,DeviceProcessEvents,persistence/cleanup-loader-scheduled-task-rundll32-dllregisterserver.yml
persistence/entra_control_plane_abuse.yml,Suspicious Entra ID Control-Plane Changes by Nonstandard Actor,SENT-PERS-0008,SPLK-PERS-0008,production,False,AuditLogs,persistence/entra_control_plane_abuse.yml
persistence/m365_inbox_rule_forward_delete.yml,Suspicious Microsoft 365 Inbox Rule for Forwarding or Deletion,SENT-PERS-0009,SPLK-PERS-0009,production,False,OfficeActivity,persistence/m365_inbox_rule_forward_delete.yml
persistence/nodejs-guid-installer-scheduled-task.yml,Node.js Installer or GUID-Named App Followed by Scheduled Task Persistence,SENT-PERS-0006,SPLK-PERS-0006,experimental,False,DeviceProcessEvents,persistence/nodejs-guid-installer-scheduled-task.yml
persistence/random-appdata-roaming-dll-drop-followed-by-task.yml,Random AppData Roaming DLL Drop Followed by Scheduled Task,SENT-PERS-0005,SPLK-PERS-0005,experimental,False,DeviceFileEvents,persistence/random-appdata-roaming-dll-drop-followed-by-task.yml
persistence/registry-run-key-modification.yml,Registry Run Key Modification,SENT-PERS-0001,SPLK-PERS-0001,experimental,False,DeviceRegistryEvents,persistence/registry-run-key-modification.yml
persistence/service-binary-path-hijack.yml,Service Binary Path Hijack,SENT-PERS-0003,SPLK-PERS-0003,experimental,False,DeviceProcessEvents,persistence/service-binary-path-hijack.yml
persistence/suspicious-scheduled-task-creation.yml,Suspicious Scheduled Task Creation,SENT-PERS-0002,SPLK-PERS-0002,experimental,False,DeviceProcessEvents,persistence/suspicious-scheduled-task-creation.yml
privilege-escalation/dll-injection.yml,Potential DLL Injection Tooling or Command Artifacts,SENT-PRIVESC-0004,SPLK-PRIVESC-0004,experimental,False,DeviceProcessEvents,privilege-escalation/dll-injection.yml
privilege-escalation/event-viewer-uac-bypass-registry-hijack.yml,Event Viewer UAC Bypass Registry Hijack,SENT-PRIVESC-0001,SPLK-PRIVESC-0001,experimental,False,DeviceRegistryEvents,privilege-escalation/event-viewer-uac-bypass-registry-hijack.yml
privilege-escalation/suspicious-service-creation-for-elevation.yml,Suspicious Service Creation for Elevation,SENT-PRIVESC-0003,SPLK-PRIVESC-0003,experimental,False,DeviceProcessEvents,privilege-escalation/suspicious-service-creation-for-elevation.yml
privilege-escalation/suspicious-token-manipulation-or-sedebug-use.yml,Suspicious Token Manipulation or SeDebug Use,SENT-PRIVESC-0002,SPLK-PRIVESC-0002,experimental,False,DeviceProcessEvents,privilege-escalation/suspicious-token-manipulation-or-sedebug-use.yml
reconnaissance/External-Lookup-Tool-Usage.yml,External Lookup Tool Usage,SENT-RECON-0003,SPLK-RECON-0003,experimental,False,DeviceProcessEvents,reconnaissance/External-Lookup-Tool-Usage.yml
reconnaissance/external-network-scanner-execution.yml,External Network Scanner Execution,SENT-RECON-0001,SPLK-RECON-0001,experimental,False,DeviceProcessEvents,reconnaissance/external-network-scanner-execution.yml
reconnaissance/whoami-and-net-enumeration-burst.yml,Whoami and Net Enumeration Burst,SENT-RECON-0002,SPLK-RECON-0002,experimental,False,DeviceProcessEvents,reconnaissance/whoami-and-net-enumeration-burst.yml
resource-development/bulk-mailbox-or-rule-creation.yml,Bulk Mailbox or Inbox Rule Creation Activity,SENT-RESDEV-0002,SPLK-RESDEV-0002,experimental,False,OfficeActivity,resource-development/bulk-mailbox-or-rule-creation.yml
resource-development/new-app-secret-added-then-service-principal-signin.yml,New App Secret Added Then Service Principal Sign-In,SENT-RESDEV-0007,SPLK-RESDEV-0007,testing,False,AuditLogs,resource-development/new-app-secret-added-then-service-principal-signin.yml
resource-development/sharepoint-third-party-integration-secret-access.yml,SharePoint or SaaS Third-Party Integration Secret Access,SENT-RESDEV-0006,SPLK-RESDEV-0006,experimental,False,AuditLogs,resource-development/sharepoint-third-party-integration-secret-access.yml
resource-development/suspicious-azure-ad-application-registration.yml,Suspicious Azure AD Application Registration,SENT-RESDEV-0001,SPLK-RESDEV-0001,experimental,False,AuditLogs,resource-development/suspicious-azure-ad-application-registration.yml
resource-development/suspicious-trufflehog-secret-scanning.yml,Suspicious TruffleHog Secret Scanning,SENT-RESDEV-0005,SPLK-RESDEV-0005,testing,False,DeviceProcessEvents,resource-development/suspicious-trufflehog-secret-scanning.yml
resource-development/user-click-spike-to-suspicious-domain.yml,User Click Spike to Suspicious Domain,SENT-RESDEV-0003,SPLK-RESDEV-0003,experimental,False,UrlClickEvents,resource-development/user-click-spike-to-suspicious-domain.yml
